location,INDICATOR,SUBJECT,MEASURE,FREQUENCY,year,number
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2005,2.630893505
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2006,2.531256281
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2007,2.748823134
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2008,1.963921467
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2009,2.75871248
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2010,3.485242135
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2011,2.751788663
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2012,3.225088968
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2013,2.65783372
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2014,2.662416691
ARG,CROPYIELD,WHEAT,TONNE_HA,A,2015,2.595400556
BRA,CROPYIELD,WHEAT,TONNE_HA,A,1995,1.541991125
BRA,CROPYIELD,WHEAT,TONNE_HA,A,1996,1.833389662
BRA,CROPYIELD,WHEAT,TONNE_HA,A,1997,1.635883263
BRA,CROPYIELD,WHEAT,TONNE_HA,A,1998,1.611132326
BRA,CROPYIELD,WHEAT,TONNE_HA,A,1999,1.969856709
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2000,1.515598228
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2001,1.947708754
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2002,1.475440662
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2003,2.40349406
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2004,2.072811432
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2005,1.97348155
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2006,1.592672617
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2007,2.219945889
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2008,2.549663204
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2009,2.080246378
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2010,2.828815251
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2011,2.660246125
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2012,2.310013379
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2013,2.587539739
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2014,2.891914748
BRA,CROPYIELD,WHEAT,TONNE_HA,A,2015,2.697166922
CHN,CROPYIELD,WHEAT,TONNE_HA,A,1995,3.541476091
CHN,CROPYIELD,WHEAT,TONNE_HA,A,1996,3.734051535
CHN,CROPYIELD,WHEAT,TONNE_HA,A,1997,4.101839838
CHN,CROPYIELD,WHEAT,TONNE_HA,A,1998,3.685172124
CHN,CROPYIELD,WHEAT,TONNE_HA,A,1999,3.94676648
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2000,3.738265861
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2001,3.806195264
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2002,3.776560147
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2003,3.931808883
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2004,4.251918986
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2005,4.27540365
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2006,4.593486639
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2007,4.607647232
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2008,4.76165474
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2009,4.738997983
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2010,4.748515831
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2011,4.837288834
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2012,4.979520356
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2013,5.055603931
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2014,5.243591342
CHN,CROPYIELD,WHEAT,TONNE_HA,A,2015,5.373986431
IND,CROPYIELD,WHEAT,TONNE_HA,A,1995,2.559027195
IND,CROPYIELD,WHEAT,TONNE_HA,A,1996,2.482787609
IND,CROPYIELD,WHEAT,TONNE_HA,A,1997,2.678950787
IND,CROPYIELD,WHEAT,TONNE_HA,A,1998,2.485203743
IND,CROPYIELD,WHEAT,TONNE_HA,A,1999,2.590124607
IND,CROPYIELD,WHEAT,TONNE_HA,A,2000,2.778469086
IND,CROPYIELD,WHEAT,TONNE_HA,A,2001,2.70805645
IND,CROPYIELD,WHEAT,TONNE_HA,A,2002,2.762193918
IND,CROPYIELD,WHEAT,TONNE_HA,A,2003,2.609938145
IND,CROPYIELD,WHEAT,TONNE_HA,A,2004,2.712915897
IND,CROPYIELD,WHEAT,TONNE_HA,A,2005,2.601675272
IND,CROPYIELD,WHEAT,TONNE_HA,A,2006,2.618562222
IND,CROPYIELD,WHEAT,TONNE_HA,A,2007,2.707983494
IND,CROPYIELD,WHEAT,TONNE_HA,A,2008,2.802168369
IND,CROPYIELD,WHEAT,TONNE_HA,A,2009,2.907177925
IND,CROPYIELD,WHEAT,TONNE_HA,A,2010,2.839072466
IND,CROPYIELD,WHEAT,TONNE_HA,A,2011,2.988304138
IND,CROPYIELD,WHEAT,TONNE_HA,A,2012,3.177495003
IND,CROPYIELD,WHEAT,TONNE_HA,A,2013,3.116688251
IND,CROPYIELD,WHEAT,TONNE_HA,A,2014,3.145407438
IND,CROPYIELD,WHEAT,TONNE_HA,A,2015,2.849005699
IDN,CROPYIELD,WHEAT,TONNE_HA,A,1995,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,1996,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,1997,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,1998,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,1999,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2000,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2001,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2002,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2003,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2004,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2005,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2006,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2007,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2008,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2009,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2010,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2011,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2012,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2013,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2014,0.0009
IDN,CROPYIELD,WHEAT,TONNE_HA,A,2015,0.0009
RUS,CROPYIELD,WHEAT,TONNE_HA,A,1995,1.396312935
RUS,CROPYIELD,WHEAT,TONNE_HA,A,1996,1.545440639
RUS,CROPYIELD,WHEAT,TONNE_HA,A,1997,1.841595837
RUS,CROPYIELD,WHEAT,TONNE_HA,A,1998,1.353117794
RUS,CROPYIELD,WHEAT,TONNE_HA,A,1999,1.563922957
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2000,1.485091019
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2001,1.977542352
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2002,1.973032934
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2003,1.537584078
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2004,1.892832604
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2005,1.878809967
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2006,1.904407613
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2007,2.024771266
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2008,2.394231628
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2009,2.151373407
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2010,1.559666604
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2011,2.200990422
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2012,1.528115378
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2013,2.168390225
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2014,2.480131408
RUS,CROPYIELD,WHEAT,TONNE_HA,A,2015,2.44048284
SAU,CROPYIELD,WHEAT,TONNE_HA,A,1995,4.466124535
SAU,CROPYIELD,WHEAT,TONNE_HA,A,1996,4.379561901
SAU,CROPYIELD,WHEAT,TONNE_HA,A,1997,4.45409441
SAU,CROPYIELD,WHEAT,TONNE_HA,A,1998,4.503896236
SAU,CROPYIELD,WHEAT,TONNE_HA,A,1999,4.253638268
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2000,4.26491642
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2001,4.910377502
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2002,4.881763458
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2003,4.882011414
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2004,5.307839394
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2005,5.415132999
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2006,5.619657993
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2007,5.684444427
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2008,6.092024326
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2009,5.877551079
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2010,6.300000191
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2011,5
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2012,5.777777672
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2013,5
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2014,4.166666508
SAU,CROPYIELD,WHEAT,TONNE_HA,A,2015,0.25
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,1995,1.450476885
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,1996,2.095826864
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,1997,1.757597685
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,1998,2.529411793
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,1999,2.402507067
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2000,2.843091249
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2001,2.611053228
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2002,2.590860844
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2003,2.068181753
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2004,2.024096489
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2005,2.366459608
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2006,2.751633883
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2007,3.014240503
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2008,2.903743267
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2009,3.059098005
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2010,2.573476791
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2011,3.328923464
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2012,3.606525898
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2013,3.641472816
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2014,3.679916382
ZAF,CROPYIELD,WHEAT,TONNE_HA,A,2015,3.096311569
WLD,CROPYIELD,WHEAT,TONNE_HA,A,1995,2.504995741
WLD,CROPYIELD,WHEAT,TONNE_HA,A,1996,2.579149917
WLD,CROPYIELD,WHEAT,TONNE_HA,A,1997,2.707237324
WLD,CROPYIELD,WHEAT,TONNE_HA,A,1998,2.697700245
WLD,CROPYIELD,WHEAT,TONNE_HA,A,1999,2.770636945
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2000,2.687255353
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2001,2.71974269
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2002,2.654407821
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2003,2.635370258
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2004,2.880311698
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2005,2.832188779
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2006,2.806736279
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2007,2.802752585
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2008,3.01173698
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2009,3.003004396
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2010,2.922584566
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2011,3.123037325
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2012,2.983926453
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2013,3.227096429
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2014,3.262876316
WLD,CROPYIELD,WHEAT,TONNE_HA,A,2015,3.232717985
