location,INDICATOR,SUBJECT,MEASURE,FREQUENCY,year,number
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2000,2.461990607
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2001,2.577737403
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2002,2.710770749
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2003,2.752512472
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2004,2.817651347
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2005,2.927617618
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2006,3.001190311
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2007,3.206309043
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2008,3.323683242
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2009,3.236809436
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2010,3.259895044
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2011,2.905775423
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2012,3.187402372
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2013,3.194072174
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2014,3.296367015
MEX,CROPYIELD,MAIZE,TONNE_HA,A,2015,3.501181412
IDN,CROPYIELD,MAIZE,TONNE_HA,A,1995,2.257940769
IDN,CROPYIELD,MAIZE,TONNE_HA,A,1996,2.485844135
IDN,CROPYIELD,MAIZE,TONNE_HA,A,1997,2.614306927
IDN,CROPYIELD,MAIZE,TONNE_HA,A,1998,2.652321339
IDN,CROPYIELD,MAIZE,TONNE_HA,A,1999,2.662886143
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2000,2.764591694
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2001,2.844639301
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2002,3.087535143
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2003,3.240964651
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2004,3.343818903
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2005,3.453916073
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2006,3.469872713
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2007,3.660165787
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2008,4.077591896
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2009,4.241272926
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2010,4.433596134
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2011,4.2680583
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2012,4.898180962
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2013,4.844144821
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2014,4.953870296
IDN,CROPYIELD,MAIZE,TONNE_HA,A,2015,5.065239429
SAU,CROPYIELD,MAIZE,TONNE_HA,A,1995,2
SAU,CROPYIELD,MAIZE,TONNE_HA,A,1996,2.333333254
SAU,CROPYIELD,MAIZE,TONNE_HA,A,1997,2
SAU,CROPYIELD,MAIZE,TONNE_HA,A,1998,2.333333254
SAU,CROPYIELD,MAIZE,TONNE_HA,A,1999,2
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2000,10.25
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2001,6.666666508
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2002,10
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2003,4
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2004,3.857142925
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2005,3.791666746
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2006,5.727272511
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2007,5.625
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2008,5.620689869
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2009,5.366666794
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2010,5.333333492
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2011,6.133333206
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2012,5.714285851
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2013,5.714285851
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2014,5.714285851
SAU,CROPYIELD,MAIZE,TONNE_HA,A,2015,5.714285851
WLD,CROPYIELD,MAIZE,TONNE_HA,A,1995,3.724402346
WLD,CROPYIELD,MAIZE,TONNE_HA,A,1996,4.11961171
WLD,CROPYIELD,MAIZE,TONNE_HA,A,1997,4.02992458
WLD,CROPYIELD,MAIZE,TONNE_HA,A,1998,4.351748661
WLD,CROPYIELD,MAIZE,TONNE_HA,A,1999,4.308864537
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2000,4.262473118
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2001,4.417840545
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2002,4.368352263
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2003,4.365403977
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2004,4.892049342
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2005,4.817282055
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2006,4.756340259
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2007,4.943101121
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2008,5.059480023
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2009,5.127544604
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2010,5.180084528
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2011,5.204629407
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2012,4.909169393
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2013,5.554790029
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2014,5.701661967
WLD,CROPYIELD,MAIZE,TONNE_HA,A,2015,5.544034464
BRA,CROPYIELD,MAIZE,TONNE_HA,A,1995,2.355557656
BRA,CROPYIELD,MAIZE,TONNE_HA,A,1996,2.573633211
BRA,CROPYIELD,MAIZE,TONNE_HA,A,1997,2.38774705
BRA,CROPYIELD,MAIZE,TONNE_HA,A,1998,2.79644406
BRA,CROPYIELD,MAIZE,TONNE_HA,A,1999,2.776516919
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2000,2.718248775
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2001,3.401854858
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2002,3.055942433
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2003,3.727327102
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2004,3.367065149
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2005,3.040264948
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2006,3.38233244
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2007,3.78518091
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2008,4.079962092
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2009,3.714454824
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2010,4.366654849
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2011,4.210658125
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2012,5.005657641
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2013,5.25796328
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2014,5.089029283
BRA,CROPYIELD,MAIZE,TONNE_HA,A,2015,5.329520053
IND,CROPYIELD,MAIZE,TONNE_HA,A,1995,1.594581008
IND,CROPYIELD,MAIZE,TONNE_HA,A,1996,1.709365129
IND,CROPYIELD,MAIZE,TONNE_HA,A,1997,1.711121678
IND,CROPYIELD,MAIZE,TONNE_HA,A,1998,1.75521946
IND,CROPYIELD,MAIZE,TONNE_HA,A,1999,1.792214274
IND,CROPYIELD,MAIZE,TONNE_HA,A,2000,1.821691155
IND,CROPYIELD,MAIZE,TONNE_HA,A,2001,1.999422669
IND,CROPYIELD,MAIZE,TONNE_HA,A,2002,1.680738449
IND,CROPYIELD,MAIZE,TONNE_HA,A,2003,2.040512562
IND,CROPYIELD,MAIZE,TONNE_HA,A,2004,1.908376455
IND,CROPYIELD,MAIZE,TONNE_HA,A,2005,1.938497424
IND,CROPYIELD,MAIZE,TONNE_HA,A,2006,1.912465215
IND,CROPYIELD,MAIZE,TONNE_HA,A,2007,2.335185289
IND,CROPYIELD,MAIZE,TONNE_HA,A,2008,2.413750887
IND,CROPYIELD,MAIZE,TONNE_HA,A,2009,2.024213076
IND,CROPYIELD,MAIZE,TONNE_HA,A,2010,2.541520357
IND,CROPYIELD,MAIZE,TONNE_HA,A,2011,2.478359938
IND,CROPYIELD,MAIZE,TONNE_HA,A,2012,2.555683136
IND,CROPYIELD,MAIZE,TONNE_HA,A,2013,2.831796408
IND,CROPYIELD,MAIZE,TONNE_HA,A,2014,2.843529463
IND,CROPYIELD,MAIZE,TONNE_HA,A,2015,2.441860437
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,1995,1.380034089
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,1996,2.704334021
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,1997,2.519512892
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,1998,2.160954952
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,1999,2.233249187
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2000,2.997901917
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2001,2.411417961
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2002,2.851967096
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2003,2.658175945
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2004,3.03058672
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2005,3.635122538
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2006,3.412893772
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2007,2.533310413
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2008,3.992741585
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2009,4.339295387
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2010,4.113086224
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2011,3.820916414
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2012,4.062209606
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2013,3.874030352
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2014,4.768370628
ZAF,CROPYIELD,MAIZE,TONNE_HA,A,2015,3.486910343
AUS,CROPYIELD,MAIZE,TONNE_HA,A,1995,5.962518741
AUS,CROPYIELD,MAIZE,TONNE_HA,A,1996,4.735191638
AUS,CROPYIELD,MAIZE,TONNE_HA,A,1997,5.243410853
AUS,CROPYIELD,MAIZE,TONNE_HA,A,1998,4.933171324
AUS,CROPYIELD,MAIZE,TONNE_HA,A,1999,4.648247978
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2000,5.495157385
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2001,6.25
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2002,5.634807418
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2003,5.796961326
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2004,5.38690878
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2005,4.90593047
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2006,5.691176471
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2007,5.815789474
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2008,5.564465336
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2009,5.739002508
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2010,6.465400953
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2011,6.485860641
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2012,7.453827897
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2013,5.766730654
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2014,5.687798781
AUS,CROPYIELD,MAIZE,TONNE_HA,A,2015,5.806366688
JPN,CROPYIELD,MAIZE,TONNE_HA,A,1995,2.5
JPN,CROPYIELD,MAIZE,TONNE_HA,A,1996,2.450980392
JPN,CROPYIELD,MAIZE,TONNE_HA,A,1997,2.47706422
JPN,CROPYIELD,MAIZE,TONNE_HA,A,1998,2.446808511
JPN,CROPYIELD,MAIZE,TONNE_HA,A,1999,2.4
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2000,2.575342466
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2001,2.5
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2002,2.461538462
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2003,2.21875
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2004,2.5
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2005,2.516129032
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2006,2.194029851
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2007,2.627118644
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2008,2.75862069
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2009,2.538461538
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2010,2.397058824
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2011,2.578125
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2012,2.615384615
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2013,2.727272727
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2014,2.628492982
JPN,CROPYIELD,MAIZE,TONNE_HA,A,2015,2.643646029
USA,CROPYIELD,MAIZE,TONNE_HA,A,1995,7.120958173
USA,CROPYIELD,MAIZE,TONNE_HA,A,1996,7.982360799
USA,CROPYIELD,MAIZE,TONNE_HA,A,1997,7.949191443
USA,CROPYIELD,MAIZE,TONNE_HA,A,1998,8.437223514
USA,CROPYIELD,MAIZE,TONNE_HA,A,1999,8.396600122
USA,CROPYIELD,MAIZE,TONNE_HA,A,2000,8.591466781
USA,CROPYIELD,MAIZE,TONNE_HA,A,2001,8.66902894
USA,CROPYIELD,MAIZE,TONNE_HA,A,2002,8.159129028
USA,CROPYIELD,MAIZE,TONNE_HA,A,2003,8.066718003
USA,CROPYIELD,MAIZE,TONNE_HA,A,2004,10.06955798
USA,CROPYIELD,MAIZE,TONNE_HA,A,2005,9.287545489
USA,CROPYIELD,MAIZE,TONNE_HA,A,2006,9.366525009
USA,CROPYIELD,MAIZE,TONNE_HA,A,2007,9.487264996
USA,CROPYIELD,MAIZE,TONNE_HA,A,2008,9.663787534
USA,CROPYIELD,MAIZE,TONNE_HA,A,2009,10.33683362
USA,CROPYIELD,MAIZE,TONNE_HA,A,2010,9.598181162
USA,CROPYIELD,MAIZE,TONNE_HA,A,2011,9.236083336
USA,CROPYIELD,MAIZE,TONNE_HA,A,2012,7.724095599
USA,CROPYIELD,MAIZE,TONNE_HA,A,2013,9.92045021
USA,CROPYIELD,MAIZE,TONNE_HA,A,2014,10.73804079
USA,CROPYIELD,MAIZE,TONNE_HA,A,2015,10.57903281
KOR,CROPYIELD,MAIZE,TONNE_HA,A,1995,4.245196967
KOR,CROPYIELD,MAIZE,TONNE_HA,A,1996,4.029930757
KOR,CROPYIELD,MAIZE,TONNE_HA,A,1997,4.112575248
KOR,CROPYIELD,MAIZE,TONNE_HA,A,1998,3.982274081
KOR,CROPYIELD,MAIZE,TONNE_HA,A,1999,3.940250323
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2000,4.061551113
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2001,4.027167793
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2002,4.221805812
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2003,4.140162678
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2004,4.2604018
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2005,4.841196626
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2006,4.730473611
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2007,4.918026029
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2008,5.054448437
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2009,5.022510766
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2010,4.78741628
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2011,4.65221513
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2012,4.894417975
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2013,5.059100912
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2014,5.177599596
KOR,CROPYIELD,MAIZE,TONNE_HA,A,2015,5.026308935
ARG,CROPYIELD,MAIZE,TONNE_HA,A,1995,3.856611431
ARG,CROPYIELD,MAIZE,TONNE_HA,A,1996,4.040722244
ARG,CROPYIELD,MAIZE,TONNE_HA,A,1997,4.55601173
ARG,CROPYIELD,MAIZE,TONNE_HA,A,1998,6.078492936
ARG,CROPYIELD,MAIZE,TONNE_HA,A,1999,5.371519491
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2000,5.433937824
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2001,5.456127886
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2002,6.079338843
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2003,6.478897502
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2004,6.394354149
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2005,7.359683794
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2006,5.90314671
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2007,7.665609584
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2008,6.452813599
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2009,5.576285593
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2010,7.811574234
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2011,5.219298246
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2012,4.2394
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2013,5.262295082
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2014,5.409836066
ARG,CROPYIELD,MAIZE,TONNE_HA,A,2015,5.633333333
TUR,CROPYIELD,MAIZE,TONNE_HA,A,1995,3.689320326
TUR,CROPYIELD,MAIZE,TONNE_HA,A,1996,3.636363745
TUR,CROPYIELD,MAIZE,TONNE_HA,A,1997,3.816513777
TUR,CROPYIELD,MAIZE,TONNE_HA,A,1998,4.181818008
TUR,CROPYIELD,MAIZE,TONNE_HA,A,1999,4.434362888
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2000,4.144144058
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2001,4
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2002,4.199999809
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2003,5
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2004,5.504587173
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2005,7
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2006,7.11007452
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2007,6.824324131
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2008,7.183193207
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2009,7.17905426
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2010,7.255892277
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2011,7.130730152
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2012,7.383627415
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2013,8.939393997
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2014,9.028831482
TUR,CROPYIELD,MAIZE,TONNE_HA,A,2015,10.23999977
